train_loss,train_ppl,val_loss,val_ppl,lr
7.73727360164014,2292.2143665862627,5.637727622934037,280.8238551929368,5e-05
5.4479174752686355,232.273945646069,5.43184575250143,228.57074133334646,5e-05
5.336290957987046,207.740760368718,5.405410521742549,222.60758698307842,5e-05
5.306176359167846,201.57799111233393,5.395820224371756,220.4829184130789,5e-05
5.288629868617451,198.07185494379831,5.3947191738587055,220.2402891806735,5e-05
5.268553562678676,194.13495522011291,5.389596796749815,219.11501985231374,5e-05
5.239702203941787,188.61392555790403,5.380538717692166,217.1392206617187,5e-05
5.204034743078472,182.00510626393543,5.367253163203369,214.27348431366812,5e-05
5.160310173250704,174.21848513928794,5.348595944356089,210.31279959395377,5e-05
5.111006155882499,165.8371289621371,5.330572779129791,206.55625138963302,5e-05
5.06055392551689,157.67783391306622,5.309298508336854,202.2083311655757,5e-05
5.007117361389462,149.47323719529206,5.290143698031687,198.3719290171177,5e-05
4.953535074374456,141.67491107329013,5.269220650620479,194.26450351307065,5e-05
4.89899923510773,134.155454413255,5.254490984577374,191.42402327139627,5e-05
4.846620417710346,127.30940936404008,5.232925122121808,187.33999519300986,5e-05
