train_loss,train_ppl,val_loss,val_ppl,lr
3.56637873944066,35.388210906721675,3.410618469157776,30.283968169010553,2.5e-05
3.359011191792152,28.760737960562047,3.2868111336386048,26.75740168676298,5e-05
3.2992172462237015,27.091424703994594,3.274148801859323,26.420726633047266,7.500000000000001e-05
3.291477793737294,26.88256119686447,3.27511410419043,26.446242935547463,0.0001
3.2759404720781733,26.468106293805274,3.2847975636457467,26.703577992712802,0.0001
3.2579479942885596,25.99613814977794,3.281856067304487,26.6251449275886,0.0001
3.238950063797274,25.50692703732816,3.288518353870937,26.803121480060746,0.0001
3.2176759094730367,24.970020105386524,3.294319267396803,26.959055913799116,0.0001
3.1927445549775455,24.35517992856184,3.2920675794799608,26.89842082461618,0.0001
3.1703701963052757,23.816299430728627,3.299350490198507,27.095034713605976,0.0001
